data_source,match_category,match_confidence,ein,hospital_name,payer_canonical,code_clean,code_type,billing_class,hpt_rate,tic_rate,rate_delta_pct,abs_delta_pct,n_hpt_source_rows,n_tic_source_rows,hpt_plan_names,hpt_descriptions,hpt_settings,hpt_methodologies,hpt_gross_charges,tic_network_names,tic_npi_lists,tic_modifiers,tic_pos,tic_negotiation_types,tic_arrangements,cms_baseline_rate,cms_baseline_schedule
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthfirst,872,MS-DRG,institutional,10076.87,,,,1.0,,['healthfirst651083'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['humanamedicareadvantage1680'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,metroplus,99283,CPT,institutional,646.67,,,,1.0,,['metroplusplatinumplusplanexchange1628'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,43239,CPT,institutional,1290.19,,,,1.0,,['fidelisessentialplan42017'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,7334.0,,,,1.0,,['empireoptum1684'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,1037.64,,,,1.0,,['vnsmedicareltcplus(hbonly)1386'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,43239,CPT,institutional,1872.86,,,,1.0,,['ambetterfideliscarebronzeexchange1514'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Fee Schedule'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,43239,LOCAL,institutional,5909.31,,,,1.0,,['magnacaredirectplus1372'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,43239,CPT,institutional,6321.0,,,,1.0,,['jointindustryboardofelectricalind2057'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,471.0,,,,1.0,,['emblemhealthcarepartnersessential23013'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,LOCAL,institutional,2462.21,,,,1.0,,['bcbsoutofstatehmo(nosuitcaselogo)2069'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,43239,CPT,institutional,7822.0,,,,1.0,,['hiphealthplanofny1095'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['vnsmedicare/medicaidadvantage(hbonly)1387'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,somos,872,MS-DRG,institutional,10076.87,,,,1.0,,['hipmcdenhanced-essential1&200-250(somos)3796'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,LOCAL,institutional,2462.21,,,,1.0,,['horizonnjdirect1290'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,LOCAL,institutional,,,,,1.0,,['unitedhealthcareinsaarp1152'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],[],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,7334.0,,,,1.0,,['veteranschoiceprogram-vacaa3662'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,99283,CPT,institutional,5228.0,,,,1.0,,['bcbsout/statehmo1208'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,43239,LOCAL,institutional,,,,,1.0,,['magnacaredirectplus(preferredclient)3779'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],[],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,7334.0,,,,1.0,,['bcbsout/statehmo1208'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,872,MS-DRG,institutional,28411.27,,,,1.0,,['hipsmartstart1267'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,43239,LOCAL,institutional,13788.39,,,,1.0,,['hiphmo1097'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_local_code_inconsistent,,133971298,NYU Langone,unitedhealthcare,43239,LOCAL,institutional,13788.39,,,,1.0,,['oxfordgardenstate3102'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,872,MS-DRG,institutional,10076.87,,,,1.0,,['emblemhealthcarepartnersessential1&200-2503012'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,7334.0,,,,1.0,,['horizonnjdirect1290'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,872,MS-DRG,institutional,10076.87,,,,1.0,,['wtchealthprogram-stonybrook1486'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,ghi,99283,CPT,institutional,3364.0,,,,1.0,,['ghicbp(hbonly)1332'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,99283,CPT,institutional,5228.0,,,,1.0,,['bcbsout/stateindemnity1209'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,872,MS-DRG,institutional,39345.48,,,,1.0,,['bcbsout/statehmo1208'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,99283,CPT,institutional,3982.81,,,,1.0,,['teamstersalliedbenefits1428'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['percent of total billed charges'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,1037.64,,,,1.0,,['bcbsoutofstatemedicare(nosuitcaselogo)2070'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthfirst,99283,CPT,institutional,220.5,,,,1.0,,['healthfirst651083'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['wtchealthprogram-mt.sinai1484'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthplus,43239,CPT,institutional,1040.48,,,,1.0,,['bcbshealthplusnychildhealthplusny1090'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,8124.66,,,,1.0,,['wtchealthprogram-northwell3022'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,43239,CPT,institutional,1142.22,,,,1.0,,['phphealthcare(champus)1426'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['percent of total billed charges'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,firsthealth,43239,CPT,institutional,1230.09,,,,1.0,,['firsthealthcommercialhmo2008'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['percent of total billed charges'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,654.64,,,,1.0,,['emblemessentialplan32061'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['percent of total billed charges'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,43239,CPT,institutional,9174.0,,,,1.0,,['employeessecurityfund2058'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_missing_negotiated_rate,,133971298,NYU Langone,unitedhealthcare,99283,CPT,institutional,,,,,1.0,,['unitedhealthcareoptumhealth1352'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],[],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,872,MS-DRG,institutional,10076.87,,,,1.0,,['bcbsoutofstatemedicare(nosuitcaselogo)2070'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,872,MS-DRG,institutional,40026.51,,,,1.0,,['empireoptum1684'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,43239,CPT,institutional,7892.93,,,,1.0,,['hipvipmedicare(cohort2hcp)3370'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthplus,43239,CPT,institutional,984.04,,,,1.0,,['bcbspathwayenhanced3361'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,99283,CPT,institutional,,,,,1.0,,['fideliscaresilver250exchange1511'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Fee Schedule'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,872,MS-DRG,institutional,35410.93,,,,1.0,,['bcbsmediblueselecthmo/extrahmo3730'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,somos,99283,CPT,institutional,2102.05,,,,1.0,,['hipmcdenhanced-chp(somos)\xa03827'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,17412.69,,,,1.0,,['bcbsmedibluemedicarehmo(hcp)3341'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['percent of total billed charges'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,somos,43239,CPT,institutional,1092.5,,,,1.0,,['bcbshealthplussomosnychildhealthpl3791'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Fee Schedule'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,872,MS-DRG,institutional,24149.58,,,,1.0,,['emblemselectcaregoldexchange1611'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['partnershealthplanmedicare3365'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,99283,CPT,institutional,,,,,1.0,,['ambetterfideliscatastrophicexchange1515'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Fee Schedule'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,2404.74,,,,1.0,,['hipppo3865'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['oxfordhealthplansmedicareadvantage1136'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,centerlight,43239,CPT,institutional,1058.39,,,,1.0,,['centerlightpace1790'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,43239,CPT,institutional,1290.19,,,,1.0,,['fideliscarechildhealthplus1059'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthplus,43239,LOCAL,institutional,,,,,1.0,,['bcbshealthplusspecialneeds1792'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],[],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,99283,CPT,institutional,1702.06,,,,1.0,,['phcsdirectorguild1424'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['percent of total billed charges'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,872,MS-DRG,institutional,42146.25,,,,1.0,,['magnacareppo1175'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,43239,LOCAL,institutional,,,,,1.0,,['emblemprimesilver3314'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],[],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,LOCAL,institutional,2462.21,,,,1.0,,['bcbsppo1189'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,872,MS-DRG,institutional,24149.58,,,,1.0,,['emblemhealthcarepartnersessential33014'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,ghi,872,MS-DRG,institutional,10076.87,,,,1.0,,['ghimedicaresupplement1070'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,ghi,43239,CPT,institutional,11671.0,,,,1.0,,['ghi-bmp1316'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,872,MS-DRG,institutional,10076.87,,,,1.0,,['aarpmedicarecompletemosaic2009'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthfirst,99283,CPT,institutional,165.0,,,,1.0,,['healthfirstseniorhealthpartners1922'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,7334.0,,,,1.0,,['bcbsnysempire1683'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,99283,CPT,institutional,3982.81,,,,1.0,,['humanahealthplan1244'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['percent of total billed charges'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,1199,43239,CPT,institutional,5713.0,,,,1.0,,['local1199nyumemberchoice1000'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_missing_negotiated_rate,,133971298,NYU Langone,unitedhealthcare,99283,CPT,institutional,,,,,1.0,,['unitedhealthcarechoice(nypowerauthority)3911'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],[],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,metroplus,43239,CPT,institutional,6600.0,,,,1.0,,['metroplusgoldcare23729'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,43239,LOCAL,institutional,25607.01,,,,1.0,,['healthnetppo1088'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,magnacare,43239,LOCAL,institutional,5909.31,,,,1.0,,['nationalhealthplan1572'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,99283,CPT,institutional,4182.0,,,,1.0,,['bcbsblueaccesseposmallgroup3716'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,99283,CPT,institutional,3982.81,,,,1.0,,['kaiserpermanente1246'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['percent of total billed charges'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,centerlight,99283,CPT,institutional,333.13,,,,1.0,,['centerlightpace1790'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,fidelis,99283,CPT,institutional,,,,,1.0,,['ambetterfideliscatastrophicexchange1515'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Fee Schedule'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,metroplus,43239,LOCAL,institutional,4267.84,,,,1.0,,['metroplusessentialplan32051'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,7334.0,,,,1.0,,['bcbsoutofstateepo(suitcaselogo)2063'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,1199,99283,CPT,institutional,728.0,,,,1.0,,['local1199ppo1001'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthfirst,872,MS-DRG,institutional,10076.87,,,,1.0,,['healthfirstcoordinatedbenefitsplan1917'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthfirst,43239,CPT,institutional,861.24,,,,1.0,,['healthfirstassuredcare1919'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,,,,,1.0,,['hipmedicaresupplement3781'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Fee Schedule'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,1037.64,,,,1.0,,['beaconhealthexchangeplan(hbonly)1760'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,ghi,99283,CPT,institutional,326.6,,,,1.0,,['ghiemblemhealthmedicarehmo1072'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,1037.64,,,,1.0,,['villagecare1679'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,centerlight,43239,CPT,institutional,1058.39,,,,1.0,,['centerlightpacemedicarehmo1880'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,firsthealth,99283,CPT,institutional,1832.99,,,,1.0,,['firsthealthstrategies1002'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['percent of total billed charges'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthplus,99283,CPT,institutional,,,,,1.0,,['bcbspathway1692'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Fee Schedule'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,43239,CPT,institutional,7822.0,,,,1.0,,['emblemselectcaregoldexchange3720'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Case Rate'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,43239,CPT,institutional,,,,,1.0,,['principallifeinsco1255'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['percent of total billed charges'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,99283,CPT,institutional,1702.06,,,,1.0,,['teamstersalliedbenefits1428'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['percent of total billed charges'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['unitedhealthcareinsaarp1152'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,multiplan,872,MS-DRG,institutional,68004.72,,,,1.0,,['principallifeinsco1255'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Percent of total billed charges'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,99283,CPT,institutional,326.6,,,,1.0,,['bcbsoutofstatemedicare(suitcaselogo)2065'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,bcbs,43239,CPT,institutional,1092.5,,,,1.0,,['bcbsblueaccessppolargegroup3776'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['Fee Schedule'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,326.6,,,,1.0,,['hipvipmedicareprime1099'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,LOCAL,institutional,13788.39,,,,1.0,,['vaccnoptum3802'],['HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY'],['both'],['percent of total billed charges'],[32829.5],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,2102.05,,,,1.0,,['emblemselectcarebasicexchange1607'],['HC EMERGENCY DEPT VISIT LVL 3'],['both'],['Case Rate'],[5106.17],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,43239,CPT,institutional,1069.0,,,,1.0,,['nyfiredepartment-wtc3431'],['HC UGI W BX. SGL/MULTIPLE'],['both'],['percent of total billed charges'],[1464.39],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,hip,99283,CPT,institutional,326.6,,,,1.0,,['emblemcmoessential43019'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case Rate'],[2182.13],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,medicare,872,MS-DRG,institutional,39345.48,,,,1.0,,['veteranschoiceprogram-vacaa3662'],['SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC'],['inpatient'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,metroplus,43239,CPT,institutional,1040.48,,,,1.0,,['metroplusmcdmanagedcare1117'],['EGD BIOPSY SINGLE/MULTIPLE'],['both'],['Case Rate'],[],,,,,,,,
hpt_only,excluded_non_big3_payer,,133971298,NYU Langone,healthplus,99283,CPT,institutional,1.0,,,,1.0,,['bcbschildhealthplus1180'],['HC EMERG DEPT F/U VISIT LVL 3'],['both'],['Case rate'],[2182.13],,,,,,,,
