payer,network_name,network_id,network_year_month,network_region,code,code_type,ein,taxonomy_filtered_npi_list,modifier_list,billing_class,place_of_service_list,negotiation_type,arrangement,rate,cms_baseline_schedule,cms_baseline_rate
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,133971298,"1184007486,1598864118,1790975944",null,professional,"01,03,04,05,06,07,08,10,11,12,13,14,15,17,18,20,25,27,32,33,49,50,54,55,57,58,60,62,65,71,72,81,99",negotiated,ffs,843.44,PFS_NONFACILITY_1320201,413.17
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131740114,"1033504303,1063525152",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,571.77,PFS_FACILITY_1240201,145.77
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,872,MS-DRG,131624096,"1013948595,1245248939,1669476156",null,institutional,"21,31,32,33,34,51,54,55,56,61",negotiated,ffs,9206,IPPS,6829.75
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,131740114,"1063525152,1871014027",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,72.6,PFS_NONFACILITY_1320202,78.59
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,131624096,"1003391301,1013388909,1154418457,1174551410,1205030228,1215043237,1255840039,1336187491,1619046620,1619944683,1639339039,1649210345,1669452736,1669476156,1700075413,1700829108,1710202692,1740668813,1750783429,1831437375,1851573877,1881985414",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,46.39,PFS_NONFACILITY_1329204,76.21
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,133971298,"1184007486,1598864118,1790975944",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,89.57,PFS_NONFACILITY_1320201,76.89
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131740114,"1033504303,1063525152",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,168.25,PFS_FACILITY_1240201,145.77
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,133971298,"1184007486,1598864118,1790975944",null,professional,"01,03,04,05,06,07,08,10,11,12,13,14,15,17,18,20,25,27,32,33,49,50,54,55,57,58,60,62,65,71,72,81,99",negotiated,ffs,490.46,PFS_NONFACILITY_1320201,413.17
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131740114,"1063525152,1740674142",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,168.25,PFS_FACILITY_1320202,155.38
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131740114,"1043606130,1063525152",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,153.66,PFS_FACILITY_0111263,138.29
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,131740114,"1063525152,1588982755",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,77.29,PFS_NONFACILITY_1320202,78.59
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131624096,"1013948595,1245248939,1669476156",null,institutional,"01,06,08,12,19,20,22,23,24,25,26,27,41,42,50,52,53,57,58,60,62,65,99",negotiated,ffs,1766,OPPS,937.56
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131740114,"1003112954,1003142571,1003175597,1003178732,1003226218,1003233487,1003233966,1003262015,1003264623,1003369901,1003465386,1003821828,1003856964,1003968850,1003972944,1003986217,1003986290,1013007814,1013014836,1013073956,1013093962,1013176387,1013399666,1013996990,1023032463,1023053519,1023101243,1023101250,1023192820,1023194768,1023199049,1023229242,1023371887,1023467115,1023503505,1023505567,1023672151,1033154380,1033290242,1033299524,1033311121,1033392493,1033504303,1033538038,1033605910,1033656541,1033707500,1043263403,1043303274,1043337108,1043390693,1043395429,1043414451,1043552128,1043576705,1043577216,1043606130,1043658420,1043707953,1043746019,1053404277,1053422519,1053468819,1053471615,1053483917,1053496414,1053671503,1053706432,1053739748,1053750166,1053758458,1053758490,1063044592,1063064608,1063502961,1063525152,1063582245,1063674448,1063677094,1063687812,1063768745,1063851459,1063945384,1073019725,1073516613,1073553079,1073601357,1073602389,1073653952,1073683272,1073698106,1073774998,1073779856,1073784427,1073953568,1073992350,1083008932,1083021133,1083032502,1083050173,1083097976,1083104566,1083627723,1083661904,1083667315,1083701163,1083771273,1083868673,1083891188,1083908867,1083957799,1083977425,1083994289,1093006652,1093006975,1093060105,1093060949,1093150161,1093161499,1093169237,1093277154,1093848731,1093890444,1093890485,1093895591,1093972333,1104003292,1104052935,1104089085,1104140151,1104212570,1104388792,1104845023,1104925858,1114002508,1114003068,1114006202,1114095759,1114196185,1114248366,1114345253,1114438983,1114451093,1114458726,1114459823,1114554540,1114902707,1124031729,1124103510,1124313374,1124315254,1124433719,1124461819,1124559208,1134204514,1134248636,1134431000,1134474265,1134581390,1134624745,1134688971,1144260308,1144305251,1144305509,1144313362,1144464892,1144559659,1144588567,1144751595,1144781618,1154100386,1154337244,1154340826,1154385524,1154406510,1154411866,1154411999,1154441749,1154471993,1154484525,1154491330,1154501450,1154540524,1154618353,1154697100,1154852242,1154857944,1154881373,1154888725,1164167946,1164439022,1164552436,1164700886,1164724548,1164785069,1164866018,1164918660,1164964078,1174525869,1174566111,1174581565,1174592067,1174598148,1174613079,1174655591,1174720643,1174819478,1174835839,1174841530,1174882757,1174942759,1174966816,1184269912,1184617573,1184717308,1184786519,1184794356,1184811580,1184838831,1184881856,1184903619,1184944456,1194003897,1194010728,1194059899,1194112359,1194136317,1194163394,1194175034,1194315713,1194731331,1194790014,1194804898,1194895375,1194916197,1194938605,1205042587,1205060068,1205072881,1205094737,1205112380,1205219425,1205229325,1205240082,1205299633,1205399490,1205456555,1205906484,1205911591,1205929437,1205932415,1205942000,1205963204,1205987021,1215021654,1215313242,1215318001,1215319140,1215329651,1215554035,1215921606,1215945738,1215995477,1225113608,1225127632,1225239700,1225271174,1225293301,1225352123,1225422470,1225425408,1225533797,1225700370,1235176991,1235180464,1235192923,1235214693,1235242728,1235273137,1235324534,1235363664,1235491374,1235510470,1235524042,1235584079,1235593161,1235798943,1245304088,1245332345,1245337062,1245464239,1245464577,1245491307,1245528975,1245563485,1245591833,1245596204,1245793801,1245885714,1245888007,1255401451,1255499661,1255595153,1255691549,1255797239,1255834065,1265047450,1265502447,1265517031,1265517395,1265522031,1265522064,1265525489,1265613632,1265664692,1265694020,1265698427,1265721609,1265723142,1265729792,1265734297,1265828107,1265871008,1265936553,1265966329,1265986178,1275006132,1275603458,1275614018,1275637597,1275657058,1275673154,1275739716,1275811655,1275819104,1275859209,1275912495,1275943029,1275970774,1275979809,1275988156,1285070755,1285098517,1285109660,1285120113,1285124750,1285139089,1285253948,1285707778,1285719633,1285719674,1285734681,1285829978,1285878652,1285880567,1285927475,1295014322,1295014991,1295047850,1295122661,1295155216,1295181683,1295220788,1295263895,1295266724,1295278463,1295732253,1295732386,1295765618,1295805406,1295815843,1295939692,1295984268,1306003207,1306134721,1306231469,1306256466,1306264882,1306287115,1306287636,1306341516,1306342399,1306423975,1306473293,1306808647,1306893227,1306943139,1316020068,1316027816,1316037153,1316063027,1316077282,1316106743,1316133648,1316309628,1316366461,1316441769,1316442197,1316478993,1316479488,1316922651,1316962475,1316995988,1326107418,1326118514,1326123456,1326124264,1326209677,1326280967,1326332503,1326454372,1336206432,1336225606,1336275403,1336306992,1336319094,1336346576,1336361021,1336397488,1336427517,1336482686,1336500255,1336550201,1346234630,1346310521,1346339678,1346352952,1346370293,1346391869,1346469251,1346561891,1356337695,1356352397,1356429518,1356434575,1356446173,1356459580,1356510747,1356544175,1356600977,1356604623,1366463788,1366488538,1366509804,1366512543,1366604936,1366640286,1366683336,1366696957,1366705600,1366741159,1366820185,1366976508,1376036293,1376512533,1376522813,1376549923,1376613547,1376623868,1376625525,1376628768,1376831297,1376840850,1376898338,1376980961,1386007896,1386024370,1386039451,1386056844,1386106227,1386131167,1386140325,1386176360,1386629921,1386737518,1386765139,1386887438,1386888659,1386901882,1396010658,1396107512,1396130209,1396199352,1396267688,1396434346,1396756607,1396763926,1396798096,1396820684,1396855656,1407015480,1407238256,1407256878,1407260896,1407351463,1407408826,1407841588,1407872211,1407912868,1407931280,1407931868,1407936909,1417055674,1417132218,1417196726,1417212432,1417219585,1417265331,1417990649,1427006139,1427147750,1427148253,1427198928,1427213958,1427217082,1427279017,1427288927,1427340231,1427390228,1427410281,1427445535,1427494269,1427589977,1427829688,1437181997,1437201456,1437242641,1437248432,1437248762,1437342797,1437358033,1437435047,1437472446,1437474798,1437503299,1437560570,1447210687,1447281944,1447335575,1447343660,1447411814,1447605787,1447710298,1447754494,1457373474,1457398802,1457421638,1457421653,1457440703,1457506107,1457510067,1457528143,1457599318,1457646358,1457729386,1457871972,1457882672,1467002246,1467461665,1467537589,1467538736,1467542266,1467623850,1467668624,1467700856,1467809434,1477555902,1477643369,1477799807,1477840726,1477996999,1487038410,1487074423,1487185963,1487614814,1487710323,1487725867,1487730339,1487749685,1487810289,1487879748,1487885190,1487970240,1487975769,1497009849,1497022503,1497045546,1497076806,1497097083,1497108575,1497216139,1497381107,1497719025,1497831341,1497922280,1497930614,1497998967,1508006370,1508123290,1508188368,1508210493,1508229477,1508229873,1508301151,1508397894,1508418849,1508812405,1508843756,1508880279,1508941964,1508945148,1508998485,1518046853,1518047018,1518063486,1518107507,1518136860,1518248509,1518290725,1518306505,1518321298,1518377811,1518387323,1518462597,1518462662,1518597178,1528011103,1528059136,1528132883,1528138708,1528157856,1528206166,1528246097,1528292851,1528373198,1528398062,1528401452,1528589405,1528591336,1538156377,1538238316,1538252754,1538291950,1538326509,1538332978,1538335104,1538365333,1538486600,1538547997,1538571799,1538587035,1538588512,1538845797,1548200306,1548237555,1548246036,1548283112,1548326481,1548359854,1548493919,1548572522,1548751332,1548764020,1558332007,1558446906,1558447821,1558451450,1558517185,1558537340,1558551416,1558592139,1558595744,1558667832,1558762161,1558788661,1558790220,1558923268,1568430221,1568469690,1568532760,1568533941,1568667160,1568721736,1568737831,1568743680,1568781326,1568783652,1568789394,1568797058,1568802304,1568856581,1568942183,1578026373,1578069233,1578094876,1578095584,1578097556,1578634952,1578648960,1578718920,1578787396,1578801619,1578950218,1578995726,1588010029,1588046395,1588082390,1588186845,1588281935,1588398689,1588608152,1588639389,1588720429,1588723118,1588734768,1588761316,1588820435,1588854244,1588862270,1588863070,1588976773,1598008765,1598058851,1598059735,1598083974,1598104721,1598445694,1598706079,1598791360,1598826729,1598844920,1598877276,1598920043,1598969040,1609003821,1609036201,1609066380,1609163195,1609164078,1609848977,1609946888,1609973429,1619066941,1619115524,1619120375,1619131430,1619179892,1619538162,1619580107,1619912987,1619915857,1619932589,1619977238,1629044201,1629104732,1629161849,1629174297,1629344650,1629369749,1629406855,1629412531,1629464474,1629481643,1629508759,1629529045,1639110836,1639165236,1639165996,1639189038,1639242365,1639254832,1639258924,1639272057,1639296403,1639315153,1639443286,1639460454,1639479736,1639515778,1639518517,1639552409,1639667397,1639728215,1649250366,1649355090,1649366204,1649409939,1649416280,1649530049,1649536384,1649664970,1649698325,1649705328,1659317626,1659478477,1659539898,1659634160,1659651883,1669538500,1669557013,1669557054,1669557435,1669561908,1669567210,1669657847,1669766796,1669805438,1669828075,1669867057,1669976668,1679195648,1679574941,1679644660,1679659510,1679670400,1679697411,1679704605,1679716625,1679769111,1679837579,1679927701,1679974323,1689023533,1689724965,1689750523,1689794059,1689815888,1689817397,1689877920,1689917908,1689920605,1689962193,1689962458,1699116178,1699192500,1699222109,1699250589,1699270819,1699288878,1699336925,1699786632,1699821611,1699852236,1699865592,1699938142,1699971085,1700034915,1700087665,1700089216,1700188109,1700209285,1700227949,1700362811,1700854486,1700936341,1700956992,1700961190,1700961703,1700975034,1700979911,1710049622,1710061973,1710070933,1710091756,1710143268,1710200654,1710234521,1710320221,1710349063,1710515929,1720036833,1720086234,1720121585,1720158926,1720163116,1720178312,1720215114,1720223910,1720259211,1720508229,1720546765,1720574346,1730245671,1730249129,1730347014,1730538596,1730542796,1740200021,1740283621,1740365196,1740366673,1740449594,1740466168,1740486786,1740505296,1740523125,1740548593,1740556133,1740576669,1740786425,1750310058,1750341715,1750350666,1750451936,1750466108,1750466140,1750467601,1750470092,1750471587,1750604401,1750672101,1750726519,1750810354,1750810750,1750812863,1750871851,1750947057,1760432256,1760568612,1760571061,1760652556,1760775449,1760832331,1760908503,1760988729,1770017998,1770110413,1770126880,1770558397,1770740714,1770758609,1770881260,1770889990,1770946329,1770979643,1780002808,1780003855,1780062208,1780615526,1780712133,1780740860,1780769141,1780817460,1780895045,1790004653,1790043800,1790048692,1790065910,1790079739,1790102747,1790171825,1790248847,1790381416,1790711844,1790726982,1790767762,1790943546,1790951606,1801020896,1801098777,1801109814,1801174792,1801188081,1801327416,1801356498,1801966072,1801972641,1801989025,1801990395,1811025950,1811072200,1811162837,1811216948,1811253263,1811285141,1811925373,1821037961,1821066531,1821114380,1821138702,1821159872,1821178328,1821185745,1821210808,1821267311,1821325150,1821423120,1821437815,1821447871,1821452475,1831113521,1831178318,1831183656,1831270255,1831274315,1831277334,1831286913,1831312503,1831471150,1831487321,1831490051,1831553460,1831620376,1841360021,1841370491,1841375623,1841375979,1841376795,1841382421,1841383064,1841412590,1841414661,1841416575,1841463791,1841595980,1841599388,1841635273,1841644929,1841678950,1841712585,1841722014,1841788080,1851322275,1851330468,1851338883,1851350417,1851476972,1851518609,1851551626,1851557375,1851591606,1851646558,1851663660,1851693030,1851719447,1851823215,1851876684,1861002297,1861011009,1861059263,1861445090,1861500258,1861577249,1861585093,1861599698,1861770521,1861913915,1871014027,1871023192,1871192252,1871536953,1871663070,1871665976,1871678631,1871714121,1871814616,1871834705,1871866889,1871884064,1871908137,1871939728,1871941609,1881033108,1881071249,1881125136,1881125789,1881223055,1881270866,1881624963,1881669992,1881717130,1881747848,1881779270,1881791275,1881854735,1881983518,1881984177,1891005922,1891037578,1891045837,1891100657,1891159257,1891159570,1891172045,1891265450,1891777694,1891860672,1891870895,1891987004,1891989604,1902067978,1902166952,1902241383,1902394075,1902521461,1902804768,1902879281,1902912058,1902981772,1912082066,1912135138,1912143033,1912199688,1912344995,1912384314,1912385808,1912387309,1912391822,1912977976,1922031574,1922184878,1922274364,1922307578,1922326727,1922363563,1922425065,1922458249,1932116530,1932122447,1932169711,1932176542,1932182011,1932215332,1932251469,1932254695,1932290269,1932299765,1932310281,1932374246,1932397841,1932519675,1932593464,1932722667,1942283742,1942311816,1942320924,1942357702,1942380449,1942385331,1942393152,1942393178,1942399266,1942414511,1942597083,1942598065,1942664172,1942664776,1942681853,1942695077,1942704267,1942760368,1942844071,1942868898,1952376410,1952399610,1952466799,1952472334,1952487894,1952491821,1952498040,1952500456,1952563413,1952600736,1952615049,1952628695,1952864787,1952938318,1962443127,1962572164,1962581272,1962587329,1962641746,1962714261,1962744649,1962807446,1962840298,1962864058,1962936401,1972034130,1972171015,1972550846,1972588234,1972605848,1972690055,1972761237,1972761591,1972861300,1972890853,1972913689,1972941920,1972983336,1972998565,1982048690,1982083960,1982231585,1982465837,1982639373,1982662334,1982670311,1982675922,1982699922,1982701710,1982714101,1982767067,1982780250,1982842787,1982843348,1982874855,1982980983,1992018535,1992146385,1992154942,1992190185,1992705974,1992875165,1992876379,1992885487,1992894299,1992937098,1992989081",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,168.25,PFS_FACILITY_1320202,155.38
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131624096,"1033206362,1669476156",null,professional,"01,06,08,12,19,20,22,23,24,25,26,27,41,42,50,52,53,57,58,60,62,65,99",negotiated,ffs,5228,PFS_FACILITY_1320201,151.42
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,133971298,"1023320298,1033499181,1033559471,1043283773,1043528250,1063078087,1063741809,1073047114,1073529871,1083008031,1083710909,1083763387,1083840516,1093073348,1093200115,1093770604,1124358809,1124552476,1134325053,1134459597,1144409269,1144581836,1154856714,1164588554,1174184600,1174685028,1184007486,1184649592,1184693228,1184731119,1194971234,1215906508,1215945845,1235301722,1235353053,1265768394,1275953523,1285123075,1306079140,1306107792,1306420047,1316246333,1326232778,1346214236,1346227451,1346775392,1376551333,1376805853,1376886929,1386177723,1396783999,1396856977,1396938130,1407016488,1407386303,1407807936,1427492743,1427687052,1437151016,1447246988,1447577788,1457517740,1467487801,1477554533,1497914576,1508081126,1508109943,1508122086,1508185117,1528622388,1538621339,1548247638,1558578823,1578773719,1578790440,1578857850,1598052581,1598771305,1598864118,1609884394,1619273026,1619438256,1629135629,1629431101,1639165855,1649699380,1659372688,1659474708,1659638534,1669420550,1669569430,1679554059,1699735027,1700316940,1720313745,1740430529,1750499901,1750552790,1760537419,1770110413,1770515108,1770525735,1780771345,1780780742,1780819144,1780978452,1790923944,1790975944,1801207154,1801239090,1821218843,1821657974,1831364520,1851344790,1851474597,1871672766,1912142233,1912324120,1942385067,1942463849,1952982985,1962083717,1962893933,1972167104,1972815231,1982010294,1992767651",null,professional,"01,03,04,05,06,07,08,10,11,12,13,14,15,17,18,20,25,27,32,33,49,50,54,55,57,58,60,62,65,71,72,81,99",negotiated,ffs,493.95,PFS_NONFACILITY_1320202,424.76
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,131624096,"1033206362,1669476156",null,professional,"01,06,08,12,19,20,22,23,24,25,26,27,41,42,50,52,53,57,58,60,62,65,99",negotiated,ffs,3703,PFS_FACILITY_1320201,151.42
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,133971298,"1023320298,1033499181,1033559471,1043283773,1043528250,1063078087,1063741809,1073047114,1073529871,1083008031,1083710909,1083763387,1083840516,1093073348,1093200115,1093770604,1124358809,1124552476,1134325053,1134459597,1144409269,1144581836,1154856714,1164588554,1174184600,1174685028,1184007486,1184649592,1184693228,1184731119,1194971234,1215906508,1215945845,1235301722,1235353053,1265768394,1275953523,1285123075,1306079140,1306107792,1306420047,1316246333,1326232778,1346214236,1346227451,1346775392,1376551333,1376805853,1376886929,1386177723,1396783999,1396856977,1396938130,1407016488,1407386303,1407807936,1427492743,1427687052,1437151016,1447246988,1447577788,1457517740,1467487801,1477554533,1497914576,1508081126,1508109943,1508122086,1508185117,1528622388,1538621339,1548247638,1558578823,1578773719,1578790440,1578857850,1598052581,1598771305,1598864118,1609884394,1619273026,1619438256,1629135629,1629431101,1639165855,1649699380,1659372688,1659474708,1659638534,1669420550,1669569430,1679554059,1699735027,1700316940,1720313745,1740430529,1750499901,1750552790,1760537419,1770110413,1770515108,1770525735,1780771345,1780780742,1780819144,1780978452,1790923944,1790975944,1801207154,1801239090,1821218843,1821657974,1831364520,1851344790,1851474597,1871672766,1912142233,1912324120,1942385067,1942463849,1952982985,1962083717,1962893933,1972167104,1972815231,1982010294,1992767651",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,174.07,PFS_FACILITY_1320202,155.38
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,131740114,"1063525152,1871939728","GT, 95",professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,129.17,PFS_NONFACILITY_1320202,78.59
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,43239,CPT,133971298,"1184007486,1598864118,1790975944",null,professional,"02,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",negotiated,ffs,227.9,PFS_FACILITY_1320201,151.42
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,131740114,"1063525152,1588982755",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,298.06,PFS_NONFACILITY_1320202,78.59
aetna,open-access-managed-choice,39f0d406-b5df-4046-9759-f08565e45db7,202501,USA,99283,CPT,133971298,"1184007486,1598864118,1790975944",null,professional,"01,02,03,04,05,06,07,08,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",negotiated,ffs,71.09,PFS_NONFACILITY_1320201,76.89
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,133971298,"1013302744,1023470309,1033358676,1033433016,1033499181,1033559471,1043283773,1043528250,1053331041,1053758516,1063078087,1063702017,1073047114,1073529871,1083008031,1083172720,1083175160,1083971816,1093102022,1104236611,1114304797,1124358809,1124552476,1134459597,1144581836,1154304111,1164588554,1174184600,1184693228,1205923893,1215496070,1215906508,1225691637,1245464361,1275996258,1295985265,1306079140,1306107792,1306420047,1306901350,1326495821,1346775392,1356736219,1376805853,1376982785,1386177723,1386225142,1396190203,1396234019,1396783999,1396938130,1407386303,1427492743,1427687052,1447411970,1447891486,1467715367,1487010849,1508109943,1508122086,1508185117,1528599818,1528622388,1538621339,1548247638,1548722440,1558578823,1578790440,1578857850,1578911533,1578919312,1609263318,1619273026,1619328242,1619438256,1629431101,1649629932,1649699380,1649731456,1659372688,1669420550,1679554059,1699279505,1699735027,1700316940,1710211784,1750499901,1750552790,1760643266,1770110413,1770506727,1801239090,1811230543,1821657974,1831309517,1831364520,1851344790,1861981243,1881147825,1912324120,1952834798,1952982985,1962083717,1962893933,1972167104,1982010294,1982068417,1992767651",null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,108.57,PFS_NONFACILITY_1320202,78.59
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,131624096,1235183559,null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,131.36,PFS_NONFACILITY_0910299,68.38
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,131624096,"1124049713,1174551352,1205030228,1235101734,1346379153,1578581138",null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,52.61,PFS_NONFACILITY_1320201,76.89
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,43239,CPT,131740114,1497930614,null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,395.58,PFS_NONFACILITY_1320202,424.76
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,131740114,1952476988,null,institutional,null,fee schedule,ffs,1902,OPPS,276.89
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,131740114,1295283851,null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,243.15,PFS_NONFACILITY_1320202,78.59
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,43239,CPT,131624096,"1144322819,1255407300,1346497773",null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,697.25,PFS_NONFACILITY_1329204,419.2
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,43239,CPT,131740114,"1588761316,1700227949,1881983518",null,professional,"02,05,06,07,08,19,21,22,23,24,26,31,34,41,42,51,52,53,56,61",fee schedule,ffs,170.21,PFS_FACILITY_1320201,151.42
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,872,MS-DRG,131624096,"1033186093,1033206362,1083200695,1417925181,1508025305,1568601342,1619944683,1669440327,1851609796,1932103413",null,institutional,null,fee schedule,ffs,25934.5,IPPS,6829.75
cigna-corporation,national-oap,5dbd8f1c-3f56-4806-917b-e495668bf2bf,202501,USA,99283,CPT,133971298,1083889539,null,professional,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31,32,33,34,41,42,49,50,51,52,53,54,55,56,57,58,60,61,62,65,71,72,81,99",fee schedule,ffs,108.57,PFS_NONFACILITY_1320202,78.59
